"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AWTAGV25","journalArticle","2025","Li, Y.; CHEN, G.; Zhou, X.","A Multiscale Time-Aware Graph Mamba Neural Network-Based Method for Multienergy System Consumption Quantiles Forecasting","IEEE Systems Journal","","19379234 (ISSN); 19328184 (ISSN)","10.1109/JSYST.2025.3579269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010706990&doi=10.1109%2FJSYST.2025.3579269&partnerID=40&md5=78081a92e015750dd66c8f2faa35b15b","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","872-882","","3","19","","IEEE Syst. J.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8Q7SIF4","conferencePaper","2025","Li, Y.; Shen, Y.; Wang, J.; Shi, D.","Multi-Action Reinforcement Learning Method for Extreme Operating Conditions Search of Relay Protection Setting Calculation","Int. Conf. Smart Grids Energy Syst., SGES","9798331594237 (ISBN)","","10.1109/SGES66701.2025.11155931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018233197&doi=10.1109%2FSGES66701.2025.11155931&partnerID=40&md5=41a4217dd951de61f828f2002e7f20e7","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","62-68","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 4th International Conference on Smart Grids and Energy Systems, SGES 2025","","","","","","","","","","","","","","",""
"29DVT3ES","preprint","2025","Li, Yan; Wang, Jingyu; Zhang, Jiankang; Li, Huaiqiang; Ren, Longfei; Li, Yinhong; Shi, Dongyuan; Duan, Xianzhong","Fast Searching of Extreme Operating Conditions for Relay Protection Setting Calculation Based on Graph Neural Network and Reinforcement Learning","","","","10.48550/arXiv.2501.09399","http://arxiv.org/abs/2501.09399","2025-01-16","2026-03-20 01:23:41","2026-03-20 01:23:41","2026-03-19 20:00:09","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","arXiv:2501.09399","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AH7946GX","preprint","2025","Li, Yan; Yang, Zengli; Wang, Youhuai; Wang, Jing; Han, Xiaoyu; Wang, Jingyu; Shi, Dongyuan","Efficient Extreme Operating Condition Search for Online Relay Setting Calculation in Renewable Power Systems Based on Parallel Graph Neural Network","","","","10.48550/arXiv.2506.19289","http://arxiv.org/abs/2506.19289","2025-06-24","2026-03-20 01:23:41","2026-03-20 01:23:41","2026-03-19 19:55:00","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","arXiv:2506.19289","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32LWVAFA","preprint","2024","Li, Yi; Xie, Renyou; Li, Chaojie; Wang, Yi; Dong, Zhaoyang","Federated Graph Learning for EV Charging Demand Forecasting with Personalization Against Cyberattacks","","","","","http://arxiv.org/abs/2405.00742","2024-04-30","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-08-13 14:16:13","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","arXiv:2405.00742","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6QBG5S7","journalArticle","2023","Li, Yuzhuo; Xue, Cheng; Zargari, Faraz; Li, Yunwei Ryan","From Graph Theory to Graph Neural Networks (GNNs): The Opportunities of GNNs in Power Electronics","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3345795","https://ieeexplore.ieee.org/document/10368010/","2023","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-04-25 08:44:16","145067-145084","","","11","","IEEE Access","From Graph Theory to Graph Neural Networks (GNNs)","","","","","Institute of Electrical and Electronics Engineers Inc.","","en","https://creativecommons.org/licenses/by-nc-nd/4.0/","","Scopus","","DOI.org (Crossref)","","","#done; #survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSHSSA48","journalArticle","2024","Li, Z.; Tian, J.; Liu, H.","A joint data and knowledge-driven method for power system disturbance localisation","IET Generation, Transmission and Distribution","","17518687 (ISSN); 17518695 (ISSN)","10.1049/gtd2.13331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210947701&doi=10.1049%2Fgtd2.13331&partnerID=40&md5=fe033d82f96c690310b6cb9d595e3aa2","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","4078-4089","","24","18","","IET Gener. Transm. Distrib.","","","","","","John Wiley and Sons Inc","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2LXM6EIY","conferencePaper","2024","Lian, D.; Chen, S.; Lv, B.; Pan, H.; Weng, L.; Shen, C.; Zhang, P.","The Fault location method for distribution networks based on graph convolutional network","Proc. - Int. Conf. Control Theory Appl., ICoCTA","9798331506155 (ISBN)","","10.1109/ICoCTA64736.2024.00034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002297851&doi=10.1109%2FICoCTA64736.2024.00034&partnerID=40&md5=98fe3dfcda611e6142f330ff5f9cedd9","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","128-133","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWXLDSCQ","journalArticle","2021","Liang, Ming; Meng, Yao; Wang, Jiyu; Lubkeman, David L.; Lu, Ning","FeederGAN: Synthetic Feeder Generation via Deep Graph Adversarial Nets","IEEE Transactions on Smart Grid","","1949-3053, 1949-3061","10.1109/TSG.2020.3025259","https://ieeexplore.ieee.org/document/9201035/","2021-03","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-05-15 04:56:45","1163-1173","","2","12","","IEEE Trans. Smart Grid","FeederGAN","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","#data-management; #done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WNLWBB4","journalArticle","2022","Liao, W.; Bak-Jensen, B.; Pillai, J.R.; Wang, Y.; Wang, Y.","A Review of Graph Neural Networks and Their Applications in Power Systems","Journal of Modern Power Systems and Clean Energy","","21965625 (ISSN)","10.35833/MPCE.2021.000058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128489675&doi=10.35833%2FMPCE.2021.000058&partnerID=40&md5=5d5b1d2412654aab6a21eee39edb0f42","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","","345-360","","2","10","","J. Mod. Power Syst. Clean Energy","","","","","","State Grid Electric Power Research Institute Nanjing Branch","","English","","","Scopus","","","","","#done; #survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3CECM94","journalArticle","2022","Liao, W.; Bak-Jensen, B.; Pillai, J.R.; Yang, Z.; Liu, K.","Short-term power prediction for renewable energy using hybrid graph convolutional network and long short-term memory approach","Electric Power Systems Research","","03787796 (ISSN)","10.1016/j.epsr.2022.108614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134294476&doi=10.1016%2Fj.epsr.2022.108614&partnerID=40&md5=87b164716349db71f8e7137cda0448a5","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","211","","Electr Power Syst Res","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TE9PM28","journalArticle","2023","Liao, W.; Wang, S.; Bak-Jensen, B.; Pillai, J.R.; Yang, Z.; Liu, K.","Ultra-short-term Interval Prediction of Wind Power Based on Graph Neural Network and Improved Bootstrap Technique","Journal of Modern Power Systems and Clean Energy","","21965625 (ISSN)","10.35833/MPCE.2022.000632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166741253&doi=10.35833%2FMPCE.2022.000632&partnerID=40&md5=d3e6aee09c3958754b86011226a53463","2023","2026-03-20 01:23:41","2026-03-20 01:23:41","","1100-1114","","4","11","","J. Mod. Power Syst. Clean Energy","","","","","","State Grid Electric Power Research Institute Nanjing Branch","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5R5UH85","journalArticle","2021","Liao, Wenlong; Yang, Dechang; Wang, Yusen; Ren, Xiang","Fault Diagnosis of Power Transformers Using Graph Convolutional Network","CSEE Journal of Power and Energy Systems","","2096-0042","10.17775/CSEEJPES.2020.04120","http://www.scopus.com/inward/record.url?scp=85103297592&partnerID=8YFLogxK","2021","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-05-16 11:17:02","241-249","","2","7","","","","","","","","","","","","","","","Aalborg University's Research Portal","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KB2AKBZ","conferencePaper","2025","Limprapassorn, S.; Piamvilai, N.; Sirisumrannukul, S.","Optimal Placement of Static VAR Compensators (SVCs) in Transmission Systems Using Deep Reinforcement Learning","IEEE PES GTD Conf. Expo. Asia: Accel. Energy Transit. towards Carbon Neutrality - Sustain. Energy Future All, GTD Asia","979-833151882-0 (ISBN)","","10.1109/GTDAsia60461.2025.11313258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032389690&doi=10.1109%2FGTDAsia60461.2025.11313258&partnerID=40&md5=2185fcbd7bc65ca4c650356a8dd9b1b7","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","226-230","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE PES GTD Conference and Exposition Asia 2025: Accelerating the Energy Transition towards Carbon Neutrality - A Sustainable Energy Future for All, GTD Asia 2025","","","","","","","","","","","","","","",""
"FPJAA7BC","journalArticle","2025","Lin, C.; Zhou, Q.; Wang, Z.; Fan, X.; Xu, Y.; Xu, Y.","Detection of False Data Injection Attacks: A Protected Federated Deep Learning Based on Encryption Mechanism","Computers, Materials and Continua","","15462218 (ISSN)","10.32604/cmc.2025.065496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014190843&doi=10.32604%2Fcmc.2025.065496&partnerID=40&md5=a4ca5da4c9dcc54fa6a1267cb3cf51c8","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","5859-5877","","3","84","","Comput. Mater. Continua","","","","","","Tech Science Press","","English","","","Scopus","","","","","#cybersecurity; #done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQCG2U72","conferencePaper","2022","Lin, H.; Chen, J.; Chen, W.; Chen, Z.","Emergency Control of Power Grid under Topology Changes Based on Graph Reinforcement Learning","Int. Conf. Power Energy Syst., ICPES","978-166545145-1 (ISBN)","","10.1109/ICPES56491.2022.10073160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152194683&doi=10.1109%2FICPES56491.2022.10073160&partnerID=40&md5=202526a035d64fcac09396b73439ed01","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","","498-503","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 12th International Conference on Power and Energy Systems, ICPES 2022","","","","","","","","","","","","","","",""
"H677LBHE","conferencePaper","2022","Lin, H.; Chen, Z.; Chen, J.; Chen, W.; Guangdong University of Technology; IEEE; IEEE PES; South China University of Technology; University of Electronic Science and Technology of China","Transient Stability Analysis of AC-DC Hybrid Power Grid under Topology Changes Based on Deep Learning","Int. Conf. Power Energy Syst., ICPES","9781665451451 (ISBN)","","10.1109/ICPES56491.2022.10073461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152191040&doi=10.1109%2fICPES56491.2022.10073461&partnerID=40&md5=2085e4f2a6dac3b35c2c65e0322d0965","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","2022-12-23","514-519","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","Guangdong University of Technology; IEEE; IEEE PES; South China University of Technology; University of Electronic Science and Technology of China","","","","","","","","","","","","","","","","","","","","","","","","","","","12th International Conference on Power and Energy Systems, ICPES 2022","","","","","","","","","","","","","","",""
"74R22EIP","conferencePaper","2022","Lin, Hui; Sun, Yan","EleGNN: Electrical-Model-Guided Graph Neural Networks for Power Distribution System State Estimation","GLOBECOM 2022 - 2022 IEEE Global Communications Conference","978-1-6654-3540-6","","10.1109/GLOBECOM48099.2022.10000808","https://ieeexplore.ieee.org/document/10000808/","2022-12-04","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-04-18 17:19:59","5292-5298","","","","","","EleGNN","","","","","IEEE","Rio de Janeiro, Brazil","en","https://doi.org/10.15223/policy-029","","Scopus","","DOI.org (Crossref)","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GLOBECOM 2022 - 2022 IEEE Global Communications Conference","","","","","","","","","","","","","","",""
"W5NFCVAL","conferencePaper","2024","Lin, N.; Hong, H.; Qian, X.; Zhu, L.; Zhan, X.; Xiao, K.; Zhang, Y.; Wu, P.","Medium- and long-term Load Forecasting of Residential User Groups Based on Graph Convolutional Neural Network and DBSCAN Clustering","IEEE Int. Conf. Power Sci. Technol., ICPST","9798350349030 (ISBN)","","10.1109/ICPST61417.2024.10601725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200708224&doi=10.1109%2FICPST61417.2024.10601725&partnerID=40&md5=252e91c3027af261a0ddfcb481ccf72f","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","2030-2034","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8YYWXTJ","journalArticle","2024","Lin, N.; Orfanoudakis, S.; Cardenas, N.O.; Giraldo, J.S.; Vergara, P.P.","PowerFlowNet: Power flow approximation using message passing Graph Neural Networks","International Journal of Electrical Power and Energy Systems","","01420615","10.1016/j.ijepes.2024.110112","https://linkinghub.elsevier.com/retrieve/pii/S0142061524003338","2024-09","2026-03-20 01:23:41","2026-03-20 01:23:41","","110112","","","160","","International Journal of Electrical Power & Energy Systems","PowerFlowNet","","","","","Elsevier Ltd","","en","","","Scopus","","DOI.org (Crossref)","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKAG6C8Y","preprint","2024","Lin, Nan; Orfanoudakis, Stavros; Cardenas, Nathan Ordonez; Giraldo, Juan S.; Vergara, Pedro P.","PowerFlowNet: Power Flow Approximation Using Message Passing Graph Neural Networks","","","","10.48550/arXiv.2311.03415","http://arxiv.org/abs/2311.03415","2024-02-13","2026-03-20 01:23:41","2026-03-20 01:23:41","2026-03-19 19:51:18","","","","","","","PowerFlowNet","","","","","arXiv","","","","","","","arXiv.org","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","arXiv:2311.03415","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQX7KE69","conferencePaper","2021","Lin, W.; Wu, D.; International Joint Conferences on Artifical Intelligence (IJCAI)","Residential Electric Load Forecasting via Attentive Transfer of Graph Neural Networks","IJCAI Int. Joint Conf. Artif. Intell.","10450823 (ISSN); 9780999241196 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125497915&partnerID=40&md5=98d48e4ab1b65b466a2ff6ef61c5b320","2021","2026-03-20 01:23:41","2026-03-20 01:23:41","2021-08-19","2716-2722","","","","","","","","","","","International Joint Conferences on Artificial Intelligence","","English","","","Scopus","","","","","#done; #forecasting","","Zhou Z.-H.","","","International Joint Conferences on Artifical Intelligence (IJCAI)","","","","","","","","","","","","","","","","","","","","","","","","","","","30th International Joint Conference on Artificial Intelligence, IJCAI 2021","","","","","","","","","","","","","","",""
"FDD8FMRU","journalArticle","2024","Lin, W.; Wu, D.; Jenkin, M.","Electric Load Forecasting for Individual Households via Spatial-temporal Knowledge Distillation","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2024.3393926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191830111&doi=10.1109%2fTPWRS.2024.3393926&partnerID=40&md5=6a275d1648fc00d79b23e16f46c44b83","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","1-13","","1","40","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGBTM82X","journalArticle","2021","Lin, Weixuan; Wu, Di; Boulet, Benoit","Spatial-Temporal Residential Short-Term Load Forecasting via Graph Neural Networks","IEEE Transactions on Smart Grid","","1949-3061","10.1109/TSG.2021.3093515","https://ieeexplore.ieee.org/abstract/document/9468666","2021-11","2026-03-20 01:23:41","2026-03-20 01:23:41","2024-05-08 15:20:24","5373-5384","","6","12","","","","","","","","","","","","","","","IEEE Xplore","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CCQKVHZ","conferencePaper","2025","Lin, Z.; Cao, D.; Li, J.; Gao, X.; Ren, M.; Wu, Q.","A load shedding method driven by dynamic optimization and spatio-temporal modeling of new energy grid connection","Proc SPIE Int Soc Opt Eng","0277786X (ISSN); 978-151069251-0 (ISBN)","","10.1117/12.3071326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011071037&doi=10.1117%2F12.3071326&partnerID=40&md5=f54e77bb1df06482e830b749e37bf4a3","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","2026-03-20 00:52:01","49","","","13659","","","","","","","","SPIE","Dali, China","English","","","Scopus","","DOI.org (Crossref)","","","#done; #optimization-control","","Trajkovic L.; Chen Z.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of SPIE - The International Society for Optical Engineering","","","","","","","","","","","","","","",""
"NRFC3YJZ","journalArticle","2024","Ling, W.; Gao, S.; Wei, X.; Wu, X.; Shi, J.; Lei, J.","GCN for Identifying Critical Branches Based on Unlabeled Power Outage Data","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2024.3451796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202764493&doi=10.1109%2FTPWRS.2024.3451796&partnerID=40&md5=5819f83dc9095c5ddcba100baf536702","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","7441-7444","","6","39","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQ58JCGK","conferencePaper","2023","Liu, C.; Zhao, J.; Song, Z.; Dong, Y.; IEEE","Anomalous Traffic Detection Method for Power Internet of Things Based on Graph Neural Networks","Int. Conf. Electr., Mech. Comput. Eng., ICEMCE","9798350382877 (ISBN)","","10.1109/ICEMCE60359.2023.10490660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191439900&doi=10.1109%2fICEMCE60359.2023.10490660&partnerID=40&md5=4490e61393d3350c1f00d096e6094498","2023","2026-03-20 01:23:41","2026-03-20 01:23:41","2023-10-20","83-86","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","7th International Conference on Electrical, Mechanical and Computer Engineering, ICEMCE 2023","","","","","","","","","","","","","","",""
"TSVAZCUR","journalArticle","2025","Liu, D.; Zhu, J.; Wen, M.; Liu, J.; Chen, H.","Integrated multi-energy load prediction system with multi-scale temporal channel features fusion","Measurement: Journal of the International Measurement Confederation","","02632241 (ISSN)","10.1016/j.measurement.2025.117559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003372928&doi=10.1016%2Fj.measurement.2025.117559&partnerID=40&md5=b3b03b0b8d7e2275d81a0b9413366812","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","253","","Meas J Int Meas Confed","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKAGP5AK","journalArticle","2025","Liu, F.; Peng, Y.; Liu, Q.; Wang, J.; Zhou, Y.","Holistic Capture Graph Convolution Network With Ambient Signals for Line Short-Circuit Fault Diagnosis","IEEE Transactions on Instrumentation and Measurement","","00189456 (ISSN); 15579662 (ISSN)","10.1109/TIM.2025.3573347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006629403&doi=10.1109%2FTIM.2025.3573347&partnerID=40&md5=f74a5d8304b5e470f0d4c10db5543e3d","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","74","","IEEE Trans. Instrum. Meas.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLQBPJ5Y","journalArticle","2025","Liu, G.; Zhang, Y.; Zhang, P.; Gu, J.","Spatiotemporal Graph Contrastive Learning for Wind Power Forecasting","IEEE Transactions on Sustainable Energy","","19493037 (ISSN); 19493029 (ISSN)","10.1109/TSTE.2025.3540541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217951987&doi=10.1109%2FTSTE.2025.3540541&partnerID=40&md5=06a633530b1e176fc50d102364d89967","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","1889-1902","","3","16","","IEEE Trans. Sustainable Energy","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EYPDV6E","journalArticle","2025","Liu, J.; Huang, Y.; Chen, K.; Liu, G.; Yan, J.; Chen, S.; Xie, Y.; Yu, Y.; Huang, T.","Graph Neural Networks for Fault Diagnosis in Photovoltaic-Integrated Distribution Networks with Weak Features","Sensors","","14248220 (ISSN)","10.3390/s25185691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017127195&doi=10.3390%2Fs25185691&partnerID=40&md5=fbb6deb6453f849827fafa23eec286e1","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","18","25","","Sensors","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYT7DRRJ","journalArticle","2025","Liu, J.; Liu, Y.; Qiu, G.; Chen, G.; Xu, L.; Liu, J.","Cooperative dispatch of demand response and stability constrained transfer capability for inter-connected power systems: A hybrid learning-aided method","Applied Energy","","18729118 (ISSN); 03062619 (ISSN)","10.1016/j.apenergy.2024.125139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211968864&doi=10.1016%2Fj.apenergy.2024.125139&partnerID=40&md5=2f7956f002701d91811299313e947808","2025","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","381","","Appl. Energy","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RW9AC7TY","conferencePaper","2024","Liu, J.; Mao, W.; Ma, Z.; Wang, Y.; Wei, R.; Wan, J.; Ding, T.","A Deep Reinforcement Learning Algorithm for Accelerating Unit Commitment Optimization","IEEE Conf. Energy Internet Energy Syst. Integr., EI2","9798331523527 (ISBN)","","10.1109/EI264398.2024.10991871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007622904&doi=10.1109%2FEI264398.2024.10991871&partnerID=40&md5=8d646eefea6bb8639fe4a065d8019dc3","2024","2026-03-20 01:23:41","2026-03-20 01:23:41","","5082-5087","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPVFIZP5","journalArticle","2022","Liu, J.; Yao, C.; Chen, L.","Time-Adaptive Transient Stability Assessment Based on the Gating Spatiotemporal Graph Neural Network and Gated Recurrent Unit","Frontiers in Energy Research","","2296598X (ISSN)","10.3389/fenrg.2022.885673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129754098&doi=10.3389%2ffenrg.2022.885673&partnerID=40&md5=6bcf3767ff5f2b8c17b1256211e2f414","2022","2026-03-20 01:23:41","2026-03-20 01:23:41","","","","","10","","Front. Energy Res.","","","","","","Frontiers Media S.A.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBQW93KU","journalArticle","2023","Liu, J.; Yao, C.; Chen, L.","Power system transient stability assessment based on gating spatial temporal graph neural network","Journal of Electric Power Science and Technology","","16739140 (ISSN)","10.19781/j.issn.1673-9140.2023.02.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181519806&doi=10.19781%2Fj.issn.1673-9140.2023.02.024&partnerID=40&md5=7b9fe4568ec441b4a63e608999a60a99","2023","2026-03-20 01:23:41","2026-03-20 01:23:41","","214-223","","2","38","","J. Electr. Power. Sci. Technol.","基 于 门 控 时 空 图 神 经 网 络 的 电 力 系 统暂 态 稳 定 评 估","","","","","Editorial Department of Journal of Electric Power Science and Technology","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
